hello,:-)!,Time,Interval:,1480562138.13259,Running,Time:,0,,,,,,,,,,,,,,,,,,,,,,Average Interval,Std Dev,Variance,Max,Min
[(648,,39,,15,,21,,4.7258257866,,1.6957541704,,1.9022243023,,-0.0022011285,,-0.0019335791,,0.0030775864,,0.9999913573265076)],Time,Interval:,0.009453,Running,Time:,2.217148,,,,,,,
[(656,,39,,15,,21,,4.7258434296,,1.6957472563,,1.9021916389,,-0.0023047584,,-0.0020370928,,0.0031149543,,0.9999907612800598)],Time,Interval:,0.009452,Running,Time:,2.643712,,,,,,,
[(665,,39,,15,,21,,4.7258982658,,1.6957168579,,1.9022331238,,-0.002228207,,-0.0018471703,,0.0030692348,,0.9999911189079285)],Time,Interval:,0.009449,Running,Time:,1.358745,,,,,,,
[(673,,39,,15,,21,,4.7259140015,,1.6957509518,,1.9022060633,,-0.0021853994,,-0.0018747741,,0.0030090162,,0.9999909400939941)],Time,Interval:,0.009436,Running,Time:,0.425607,,,,,,,
[(682,,39,,15,,21,,4.7259316444,,1.6957484484,,1.9022247791,,-0.0023173892,,-0.0019986748,,0.0031459141,,0.9999909996986389)],Time,Interval:,0.009433,Running,Time:,7.434194,,,,,,,
[(690,,39,,15,,21,,4.7258472443,,1.6956837177,,1.9022382498,,-0.00223024,,-0.0019030903,,0.0030924869,,0.9999908208847046)],Time,Interval:,0.009416,Running,Time:,6.267447,,,,,,,
[(699,,39,,15,,21,,4.7258267403,,1.6957486868,,1.9022279978,,-0.0023306943,,-0.0017149555,,0.0029615266,,0.9999907612800598)],Time,Interval:,0.009412,Running,Time:,5.702658,,,,,,,
[(707,,39,,15,,21,,4.7258367538,,1.6957389116,,1.902233839,,-0.0023614184,,-0.0018166828,,0.0030327765,,0.9999907612800598)],Time,Interval:,0.009409,Running,Time:,5.267684,,,,,,,
[(715,,39,,15,,21,,4.7258439064,,1.6957745552,,1.902187705,,-0.0022418911,,-0.0019010274,,0.0031264953,,0.9999910593032837)],Time,Interval:,0.009408,Running,Time:,16.109534,,,,,,,
[(723,,39,,15,,21,,4.7259092331,,1.6957515478,,1.9022161961,,-0.002281118,,-0.0018825685,,0.0031649454,,0.9999905824661255)],Time,Interval:,0.009397,Running,Time:,12.200432,,,,,,,
[(732,,39,,15,,21,,4.7259364128,,1.6957308054,,1.9021953344,,-0.0022957216,,-0.0018615806,,0.0031877731,,0.9999911189079285)],Time,Interval:,0.009389,Running,Time:,8.075707,,,,,,,
[(740,,39,,15,,21,,4.7257838249,,1.6957502365,,1.9021960497,,-0.0022380208,,-0.0020504268,,0.0031064204,,0.9999908208847046)],Time,Interval:,0.009383,Running,Time:,7.717625,,,,,,,
[(748,,39,,15,,21,,4.7257771492,,1.6958036423,,1.9022068977,,-0.0022218619,,-0.001994015,,0.0030687954,,0.9999905824661255)],Time,Interval:,0.00938,Running,Time:,9.442909,,,,,,,
[(756,,39,,15,,21,,4.7258219719,,1.6957552433,,1.9022243023,,-0.0021827533,,-0.0019148492,,0.0030892172,,0.9999908208847046)],Time,Interval:,0.009377,Running,Time:,15.700815,,,,,,,
[(765,,39,,15,,21,,4.7258462906,,1.6957505941,,1.9022448063,,-0.002355824,,-0.0017910539,,0.0030426783,,0.9999908804893494)],Time,Interval:,0.009375,Running,Time:,12.667304,,,,,,,
[(773,,39,,15,,21,,4.7257833481,,1.6957235336,,1.9021817446,,-0.0022505589,,-0.0019861548,,0.0031477734,,0.9999909400939941)],Time,Interval:,0.009365,Running,Time:,13.701072,,,,,,,
[(782,,39,,15,,21,,4.725859642,,1.6957521439,,1.9021862745,,-0.0022847275,,-0.0019118328,,0.003090576,,0.9999919533729553)],Time,Interval:,0.009364,Running,Time:,1.317481,,,,,,,
[(790,,39,,15,,21,,4.7258396149,,1.695749402,,1.902233243,,-0.002256416,,-0.0019146187,,0.0031425126,,0.9999912977218628)],Time,Interval:,0.009362,Running,Time:,2.77592,,,,,,,
[(798,,39,,15,,21,,4.7258319855,,1.6957216263,,1.9022628069,,-0.0021173181,,-0.0019525108,,0.0029201815,,0.9999905824661255)],Time,Interval:,0.00936,Running,Time:,2.508861,,,,,,,
[(807,,39,,15,,21,,4.7257976532,,1.6957700253,,1.9022256136,,-0.0022752688,,-0.0019924205,,0.0031555018,,0.9999908804893494)],Time,Interval:,0.009351,Running,Time:,9.950909,,,,,,,
[(815,,39,,15,,21,,4.7258543968,,1.6957701445,,1.9022145271,,-0.0021703355,,-0.0019037876,,0.0029565848,,0.9999908804893494)],Time,Interval:,0.009344,Running,Time:,7.767725,,,,,,,
[(823,,39,,15,,21,,4.7258782387,,1.6957479715,,1.902228117,,-0.002204149,,-0.001894309,,0.0030128248,,0.9999913573265076)],Time,Interval:,0.009339,Running,Time:,7.750515,,,,,,,
[(832,,39,,15,,21,,4.7258663177,,1.6957583427,,1.9022065401,,-0.0022912743,,-0.0019081947,,0.0031039515,,0.9999908804893494)],Time,Interval:,0.009336,Running,Time:,11.95044,,,,,,,
[(840,,39,,15,,21,,4.7257785797,,1.6957296133,,1.9021945,,-0.0022233475,,-0.001967706,,0.0031157888,,0.9999907612800598)],Time,Interval:,0.00932,Running,Time:,14.00896,,,,,,,
[(848,,39,,15,,21,,4.7258167267,,1.695748806,,1.9021971226,,-0.002202376,,-0.0018922336,,0.0030691377,,0.999990701675415)],Time,Interval:,0.009319,Running,Time:,1.017368,,,,,,,
[(856,,39,,15,,21,,4.7258467674,,1.6957560778,,1.9022096395,,-0.0023648641,,-0.0017094139,,0.0030074769,,0.9999917149543762)],Time,Interval:,0.009317,Running,Time:,3.91745,,,,,,,
[(865,,39,,15,,21,,4.7258238792,,1.6957162619,,1.9022226334,,-0.002227888,,-0.0019246538,,0.0031107983,,0.9999909996986389)],Time,Interval:,0.009308,Running,Time:,14.217521,,,,,,,
[(873,,39,,15,,21,,4.7258605957,,1.6957333088,,1.9022103548,,-0.0022420052,,-0.0019026325,,0.0031479611,,0.9999905228614807)],Time,Interval:,0.009301,Running,Time:,0.917218,,,,,,,
[(882,,39,,15,,21,,4.7257575989,,1.6957967281,,1.902225852,,-0.0021966852,,-0.001831824,,0.0028517602,,0.9999909400939941)],Time,Interval:,0.009295,Running,Time:,7.017756,,,,,,,
[(890,,39,,15,,21,,4.7257065773,,1.6957602501,,1.9021993876,,-0.0023180975,,-0.0019066768,,0.002882346,,0.9999910593032837)],Time,Interval:,0.009284,Running,Time:,8.784086,,,,,,,
[(898,,39,,15,,21,,4.7260079384,,1.6957684755,,1.9022810459,,-0.0021519293,,-0.0017144419,,0.0029098419,,0.9999911189079285)],Time,Interval:,0.009281,Running,Time:,2.292347,,,,,,,
[(907,,39,,15,,21,,4.7258782387,,1.695723176,,1.9022115469,,-0.0022061993,,-0.0018370977,,0.0030701694,,0.9999909996986389)],Time,Interval:,0.009281,Running,Time:,11.201009,,,,,,,
[(915,,39,,15,,21,,4.7259249687,,1.6957736015,,1.9022678137,,-0.0023724863,,-0.0018277897,,0.0029457416,,0.9999911189079285)],Time,Interval:,0.009279,Running,Time:,7.916898,,,,,,,
[(923,,39,,15,,21,,4.7258577347,,1.6956636906,,1.9022653103,,-0.0023188326,,-0.0017073208,,0.0030791091,,0.9999908208847046)],Time,Interval:,0.009272,Running,Time:,15.192756,,,,,,,
[(931,,39,,15,,21,,4.7258577347,,1.6957327127,,1.9022039175,,-0.0022388292,,-0.0018257269,,0.0031169807,,0.9999911785125732)],Time,Interval:,0.009267,Running,Time:,10.334156,,,,,,,
[(940,,39,,15,,21,,4.7259364128,,1.6957410574,,1.9022501707,,-0.0021831128,,-0.0017296453,,0.0031545504,,0.9999907612800598)],Time,Interval:,0.009264,Running,Time:,10.651049,,,,,,,
[(948,,39,,15,,21,,4.7258009911,,1.6957736015,,1.9022147655,,-0.0023906839,,-0.0019437789,,0.0030909332,,0.9999911189079285)],Time,Interval:,0.009262,Running,Time:,2.367545,,,,,,,
[(956,,39,,15,,21,,4.7258753777,,1.6957620382,,1.9022306204,,-0.0023991668,,-0.0017484247,,0.0030901544,,0.9999905824661255)],Time,Interval:,0.009261,Running,Time:,2.700545,,,,,,,
[(965,,39,,15,,21,,4.7258338928,,1.6957896948,,1.9022318125,,-0.0023297707,,-0.0017823033,,0.0029484488,,0.9999910593032837)],Time,Interval:,0.009259,Running,Time:,16.184384,,,,,,,
[(973,,39,,15,,21,,4.7251262665,,1.6957802773,,1.9022444487,,-0.00219164,,-0.002423068,,0.0030028995,,0.9999911189079285)],Time,Interval:,0.009257,Running,Time:,12.70033,,,,,,,
[(982,,39,,15,,21,,4.7259659767,,1.695732832,,1.9022690058,,-0.0023847097,,-0.0017015552,,0.0031064041,,0.9999909996986389)],Time,Interval:,0.009256,Running,Time:,9.168242,,,,,,,
[(990,,39,,15,,21,,4.7258892059,,1.6957579851,,1.9022415876,,-0.0022341246,,-0.0019254441,,0.003074297,,0.9999905228614807)],Time,Interval:,0.009255,Running,Time:,11.883828,,,,,,,
[(998,,39,,15,,21,,4.7258543968,,1.6957546473,,1.902192235,,-0.0022878337,,-0.0019726332,,0.003104863,,0.999990701675415)],Time,Interval:,0.009252,Running,Time:,7.225792,,,,,,,
[(6,,40,,15,,21,,4.7257947922,,1.6958119869,,1.9022145271,,-0.002297166,,-0.0020218459,,0.0033218064,,0.9999909400939941)],Time,Interval:,0.009249,Running,Time:,1.833577,,,,,,,
[(15,,40,,15,,21,,4.7258090973,,1.6956541538,,1.902207613,,-0.0022328559,,-0.0018370805,,0.0031243018,,0.9999915361404419)],Time,Interval:,0.009239,Running,Time:,12.425698,,,,,,,
[(23,,40,,15,,21,,4.72579813,,1.6957222223,,1.9022411108,,-0.0023520046,,-0.0019259441,,0.0029450809,,0.9999907612800598)],Time,Interval:,0.009235,Running,Time:,16.267203,,,,,,,
[(32,,40,,15,,21,,4.7257809639,,1.6956620216,,1.9022290707,,-0.0022105244,,-0.0019211201,,0.0030913672,,0.999991238117218)],Time,Interval:,0.009234,Running,Time:,14.750496,,,,,,,
[(40,,40,,15,,21,,4.7258691788,,1.695753932,,1.9022541046,,-0.0023114677,,-0.0016908533,,0.0030090376,,0.9999909996986389)],Time,Interval:,0.009229,Running,Time:,5.425636,,,,,,,
[(48,,40,,15,,21,,4.7258739471,,1.6956750154,,1.9022667408,,-0.0022720767,,-0.0017288792,,0.0030777857,,0.9999914765357971)],Time,Interval:,0.009227,Running,Time:,1.117463,,,,,,,
[(56,,40,,15,,21,,4.7259469032,,1.6955906153,,1.9022908211,,-0.0022402676,,-0.0018267262,,0.0031753103,,0.9999915361404419)],Time,Interval:,0.009227,Running,Time:,1.233752,,,,,,,
[(65,,40,,15,,21,,4.7258281708,,1.6957484484,,1.9022067785,,-0.0022542421,,-0.0019771243,,0.0031066742,,0.9999910593032837)],Time,Interval:,0.009219,Running,Time:,11.450915,,,,,,,
[(73,,40,,15,,21,,4.7258110046,,1.695650816,,1.9022685289,,-0.0023305095,,-0.0018830654,,0.0030498526,,0.9999904036521912)],Time,Interval:,0.009219,Running,Time:,16.45146,,,,,,,
[(82,,40,,15,,21,,4.7258372307,,1.6957460642,,1.9022060633,,-0.0023134944,,-0.002019861,,0.0030754709,,0.9999912977218628)],Time,Interval:,0.009213,Running,Time:,12.758816,,,,,,,
[(90,,40,,15,,21,,4.7257695198,,1.6956224442,,1.9022357464,,-0.0022411365,,-0.0018639229,,0.0031213828,,0.9999905824661255)],Time,Interval:,0.009212,Running,Time:,7.517174,,,,,,,
[(98,,40,,15,,21,,4.7258000374,,1.6956455708,,1.9022415876,,-0.0022448567,,-0.0018425095,,0.0031383764,,0.9999909400939941)],Time,Interval:,0.00921,Running,Time:,8.467739,,,,,,,
[(106,,40,,15,,21,,4.7258687019,,1.6957480907,,1.9022471905,,-0.0022090825,,-0.0018264051,,0.0031595491,,0.9999909996986389)],Time,Interval:,0.009197,Running,Time:,16.200985,,,,,,,
[(115,,40,,15,,21,,4.7258496284,,1.69572258,,1.9022204876,,-0.00223954,,-0.001919526,,0.0031233225,,0.999990701675415)],Time,Interval:,0.009193,Running,Time:,8.700534,,,,,,,
[(123,,40,,15,,21,,4.7258548737,,1.6957262754,,1.9022531509,,-0.0024156685,,-0.0018893235,,0.0030341118,,0.9999912977218628)],Time,Interval:,0.009183,Running,Time:,13.992034,,,,,,,
[(132,,40,,15,,21,,4.7259144783,,1.6956381798,,1.9022603035,,-0.0021630574,,-0.0018150536,,0.0031325906,,0.9999911785125732)],Time,Interval:,0.009176,Running,Time:,12.834071,,,,,,,
[(140,,40,,15,,21,,4.7258210182,,1.6957576275,,1.9023075104,,-0.0023187851,,-0.0020102873,,0.0031116735,,0.9999909996986389)],Time,Interval:,0.009168,Running,Time:,14.317415,,,,,,,
[(148,,40,,15,,21,,4.7257504463,,1.6957571507,,1.9022399187,,-0.0022569122,,-0.001945034,,0.0030178004,,0.9999905824661255)],Time,Interval:,0.009163,Running,Time:,2.567632,,,,,,,
[(156,,40,,15,,21,,4.7258028984,,1.695736289,,1.902197361,,-0.0022303434,,-0.0019292944,,0.0031087324,,0.999990701675415)],Time,Interval:,0.009162,Running,Time:,4.425786,,,,,,,
[(165,,40,,15,,21,,4.72585392,,1.6957318783,,1.9022344351,,-0.0021696573,,-0.0019483787,,0.0029621231,,0.9999908208847046)],Time,Interval:,0.009159,Running,Time:,5.35044,,,,,,,
[(173,,40,,15,,21,,4.7257790565,,1.6957525015,,1.9021669626,,-0.0022392485,,-0.0019959116,,0.0031377792,,0.9999908208847046)],Time,Interval:,0.009159,Running,Time:,5.659394,,,,,,,
[(182,,40,,15,,21,,4.7259144783,,1.6957380772,,1.9022654295,,-0.0022729423,,-0.0018377039,,0.0031445643,,0.9999910593032837)],Time,Interval:,0.009154,Running,Time:,11.333749,,,,,,,
[(190,,40,,15,,21,,4.7259626389,,1.6957370043,,1.9022997618,,-0.0023184763,,-0.0017054077,,0.0030171382,,0.9999909400939941)],Time,Interval:,0.009153,Running,Time:,10.634221,,,,,,,
[(198,,40,,15,,21,,4.7258276939,,1.6958113909,,1.9022521973,,-0.002102765,,-0.0018635823,,0.002814013,,0.9999908208847046)],Time,Interval:,0.009148,Running,Time:,15.75854,,,,,,,
[(207,,40,,15,,21,,4.725810051,,1.6956431866,,1.9022582769,,-0.0021943436,,-0.0018361681,,0.0030567744,,0.9999908804893494)],Time,Interval:,0.009144,Running,Time:,9.158986,,,,,,,
[(215,,40,,15,,21,,4.7257733345,,1.6956816912,,1.9022476673,,-0.0021228669,,-0.0018903345,,0.0030121757,,0.9999912977218628)],Time,Interval:,0.009137,Running,Time:,0.334189,,,,,,,
[(223,,40,,15,,21,,4.7258038521,,1.6958128214,,1.9022563696,,-0.0021071592,,-0.0019774355,,0.002831137,,0.9999907612800598)],Time,Interval:,0.009121,Running,Time:,15.550353,,,,,,,
[(231,,40,,15,,21,,4.7258281708,,1.695697546,,1.9022039175,,-0.0022113298,,-0.0018543026,,0.0030515841,,0.9999907612800598)],Time,Interval:,0.00912,Running,Time:,8.000379,,,,,,,
[(239,,40,,15,,21,,4.7258620262,,1.6957428455,,1.9022240639,,-0.0023905989,,-0.0017782955,,0.0030287525,,0.9999908208847046)],Time,Interval:,0.009114,Running,Time:,6.400219,,,,,,,
[(248,,40,,15,,21,,4.7258405685,,1.6957376003,,1.9022241831,,-0.0022175992,,-0.0018457231,,0.0030999938,,0.9999915957450867)],Time,Interval:,0.009111,Running,Time:,2.55119,,,,,,,
[(256,,40,,15,,21,,4.7257585526,,1.6957329512,,1.9021823406,,-0.0021870274,,-0.0019868801,,0.0030373111,,0.9999909400939941)],Time,Interval:,0.00911,Running,Time:,15.358906,,,,,,,
[(265,,40,,15,,21,,4.725789547,,1.6956945658,,1.9022730589,,-0.0022469033,,-0.0018364524,,0.0030629311,,0.9999911189079285)],Time,Interval:,0.009106,Running,Time:,10.40933,,,,,,,
[(273,,40,,15,,21,,4.7258310318,,1.6956429482,,1.902271986,,-0.0023728441,,-0.0017570322,,0.0030549581,,0.9999914765357971)],Time,Interval:,0.009105,Running,Time:,9.575273,,,,,,,
[(282,,40,,15,,21,,4.7258272171,,1.695669651,,1.9022349119,,-0.0021711362,,-0.0018652452,,0.0030169003,,0.9999911189079285)],Time,Interval:,0.009104,Running,Time:,13.116742,,,,,,,
[(290,,40,,15,,21,,4.7258081436,,1.6957689524,,1.9022083282,,-0.0023309931,,-0.0017863746,,0.0029768411,,0.9999901652336121)],Time,Interval:,0.009098,Running,Time:,16.033502,,,,,,,
[(298,,40,,15,,21,,4.7257213593,,1.6956653595,,1.9022188187,,-0.0023606294,,-0.001932686,,0.0030369204,,0.9999910593032837)],Time,Interval:,0.009097,Running,Time:,14.709513,,,,,,,
[(306,,40,,15,,21,,4.7257404327,,1.6957713366,,1.9022200108,,-0.0022910805,,-0.0019639852,,0.0031720577,,0.9999912977218628)],Time,Interval:,0.009094,Running,Time:,12.133554,,,,,,,
[(315,,40,,15,,21,,4.7258353233,,1.6957509518,,1.9021918774,,-0.0022689207,,-0.0018776178,,0.003176105,,0.9999904036521912)],Time,Interval:,0.009091,Running,Time:,8.833474,,,,,,,
[(323,,40,,15,,21,,4.7258243561,,1.6957348585,,1.9022262096,,-0.0023815907,,-0.0017521193,,0.0030884969,,0.9999913573265076)],Time,Interval:,0.00909,Running,Time:,15.13353,,,,,,,
[(332,,40,,15,,21,,4.7257804871,,1.6956723928,,1.9022253752,,-0.0022657479,,-0.0019787843,,0.0031299086,,0.9999909400939941)],Time,Interval:,0.009087,Running,Time:,8.200317,,,,,,,
[(340,,40,,15,,21,,4.7252063751,,1.6957974434,,1.9021770954,,-0.0023063463,,-0.0024510147,,0.0029837885,,0.9999903440475464)],Time,Interval:,0.009083,Running,Time:,7.367115,,,,,,,
[(348,,40,,15,,21,,4.7258195877,,1.695761323,,1.9022669792,,-0.0022095076,,-0.0018928685,,0.003002591,,0.9999908804893494)],Time,Interval:,0.009083,Running,Time:,13.850499,,,,,,,
[(357,,40,,15,,21,,4.7258501053,,1.6955865622,,1.9022505283,,-0.0022344266,,-0.001830022,,0.0031343959,,0.9999908208847046)],Time,Interval:,0.009081,Running,Time:,4.451015,,,,,,,
[(365,,40,,15,,21,,4.7258706093,,1.6957128048,,1.902205348,,-0.0022185477,,-0.001762801,,0.0031455841,,0.9999913573265076)],Time,Interval:,0.009079,Running,Time:,3.159129,,,,,,,
[(373,,40,,15,,21,,4.7257437706,,1.6957728863,,1.9022618532,,-0.0022540591,,-0.0019232183,,0.0029976475,,0.9999908804893494)],Time,Interval:,0.009077,Running,Time:,0.133543,,,,,,,
[(381,,40,,15,,21,,4.7257757187,,1.6956503391,,1.9022458792,,-0.0022231522,,-0.0018779353,,0.0031469818,,0.9999909996986389)],Time,Interval:,0.009076,Running,Time:,14.392702,,,,,,,
[(390,,40,,15,,21,,4.7257137299,,1.6957502365,,1.9022033215,,-0.0022557473,,-0.0019907742,,0.0031378956,,0.9999905824661255)],Time,Interval:,0.009075,Running,Time:,2.817064,,,,,,,
[(398,,40,,15,,21,,4.7258410454,,1.6956163645,,1.9022293091,,-0.0022308088,,-0.0018024207,,0.0031695911,,0.9999911785125732)],Time,Interval:,0.009074,Running,Time:,10.367263,,,,,,,
[(406,,40,,15,,21,,4.7257871628,,1.695761919,,1.9022573233,,-0.0022569997,,-0.0019242539,,0.002963816,,0.9999910593032837)],Time,Interval:,0.009071,Running,Time:,14.667102,,,,,,,
[(415,,40,,15,,21,,4.7258243561,,1.6956129074,,1.9022344351,,-0.0022145188,,-0.0018350983,,0.0031339605,,0.9999904632568359)],Time,Interval:,0.009068,Running,Time:,0.700112,,,,,,,
[(423,,40,,15,,21,,4.7258238792,,1.6957275867,,1.902249217,,-0.0023101561,,-0.0018306582,,0.002884757,,0.9999902844429016)],Time,Interval:,0.009068,Running,Time:,12.30025,,,,,,,
[(432,,40,,15,,21,,4.7259120941,,1.6957420111,,1.9022539854,,-0.0022241243,,-0.001860211,,0.0030983433,,0.9999904632568359)],Time,Interval:,0.009065,Running,Time:,4.317786,,,,,,,
[(440,,40,,15,,21,,4.7258062363,,1.6957432032,,1.9022365808,,-0.002215086,,-0.0018961357,,0.0031660504,,0.9999912977218628)],Time,Interval:,0.009062,Running,Time:,1.60884,,,,,,,
[(448,,40,,15,,21,,4.7258043289,,1.6956351995,,1.9022282362,,-0.0022207361,,-0.001869467,,0.0031750905,,0.9999910593032837)],Time,Interval:,0.009057,Running,Time:,0.382988,,,,,,,
[(456,,40,,15,,21,,4.7257347107,,1.6956839561,,1.9022088051,,-0.0022653213,,-0.0017505414,,0.0029819792,,0.9999910593032837)],Time,Interval:,0.009056,Running,Time:,6.98442,,,,,,,
[(465,,40,,15,,21,,4.7258520126,,1.6957650185,,1.9022054672,,-0.0022732078,,-0.0019264723,,0.0032362428,,0.9999909996986389)],Time,Interval:,0.009054,Running,Time:,15.008777,,,,,,,
[(473,,40,,15,,21,,4.7257623672,,1.6956812143,,1.9022012949,,-0.0022386317,,-0.0018926465,,0.003050846,,0.9999910593032837)],Time,Interval:,0.009051,Running,Time:,16.483402,,,,,,,
[(481,,40,,15,,21,,4.7258605957,,1.6957147121,,1.9022253752,,-0.0021908458,,-0.0018744194,,0.0030838996,,0.9999912977218628)],Time,Interval:,0.009047,Running,Time:,1.984128,,,,,,,
[(490,,40,,15,,21,,4.725792408,,1.6957901716,,1.9022080898,,-0.002087746,,-0.0019395596,,0.0028394796,,0.999990701675415)],Time,Interval:,0.009047,Running,Time:,7.533784,,,,,,,
[(498,,40,,15,,21,,4.7259130478,,1.6957449913,,1.9022130966,,-0.0022426771,,-0.0017542135,,0.0030900307,,0.9999914169311523)],Time,Interval:,0.009046,Running,Time:,8.084753,,,,,,,
[(507,,40,,15,,21,,4.7257905006,,1.6957601309,,1.9022239447,,-0.0021919732,,-0.0017496442,,0.0028782445,,0.9999907612800598)],Time,Interval:,0.009044,Running,Time:,15.825617,,,,,,,
[(515,,40,,15,,21,,4.7258296013,,1.695777297,,1.9021838903,,-0.0022441896,,-0.0019149604,,0.0030392346,,0.9999909996986389)],Time,Interval:,0.009043,Running,Time:,1.450682,,,,,,,
[(523,,40,,15,,21,,4.7257671356,,1.6957609653,,1.9022247791,,-0.0022038545,,-0.0018712591,,0.0029135526,,0.9999909400939941)],Time,Interval:,0.009035,Running,Time:,0.55865,,,,,,,
[(532,,40,,15,,21,,4.725815773,,1.6957308054,,1.9022147655,,-0.0022523021,,-0.0019595779,,0.0030584168,,0.999991238117218)],Time,Interval:,0.009034,Running,Time:,0.18395,,,,,,,
[(540,,40,,15,,21,,4.7259030342,,1.6957435608,,1.9022196531,,-0.0023462165,,-0.0017087825,,0.0030098783,,0.9999910593032837)],Time,Interval:,0.009034,Running,Time:,14.191785,,,,,,,
[(548,,40,,15,,21,,4.7259192467,,1.6957322359,,1.9022641182,,-0.0021571754,,-0.0017380849,,0.0031210517,,0.9999908804893494)],Time,Interval:,0.009034,Running,Time:,16.333633,,,,,,,
[(557,,40,,15,,21,,4.7258400917,,1.6956654787,,1.9022362232,,-0.0023197948,,-0.001777979,,0.0030273132,,0.9999909400939941)],Time,Interval:,0.009033,Running,Time:,5.816899,,,,,,,
[(565,,40,,15,,21,,4.7258286476,,1.6957615614,,1.902222991,,-0.0023555765,,-0.0017689549,,0.0029633592,,0.9999906420707703)],Time,Interval:,0.009032,Running,Time:,8.758274,,,,,,,
[(573,,40,,15,,21,,4.7258877754,,1.6956564188,,1.9022578001,,-0.0023302441,,-0.0017095251,,0.0031113729,,0.9999910593032837)],Time,Interval:,0.009028,Running,Time:,14.617143,,,,,,,
[(581,,40,,15,,21,,4.7258386612,,1.6957498789,,1.9022352695,,-0.0023532186,,-0.0018394702,,0.0030386802,,0.9999907612800598)],Time,Interval:,0.009027,Running,Time:,13.667006,,,,,,,
[(590,,40,,15,,21,,4.7257914543,,1.6957646608,,1.9021912813,,-0.0024015182,,-0.0018262634,,0.0030037484,,0.9999916553497314)],Time,Interval:,0.009023,Running,Time:,3.442912,,,,,,,
[(598,,40,,15,,21,,4.7258434296,,1.6957447529,,1.9022009373,,-0.0022316992,,-0.0018592429,,0.0031393303,,0.9999908804893494)],Time,Interval:,0.009023,Running,Time:,10.400224,,,,,,,
[(607,,40,,15,,21,,4.7258152962,,1.6957737207,,1.9021847248,,-0.002260833,,-0.0019595067,,0.0031294718,,0.9999911785125732)],Time,Interval:,0.009023,Running,Time:,14.44216,,,,,,,
[(615,,40,,15,,21,,4.7258462906,,1.6957614422,,1.9022370577,,-0.0023766684,,-0.0017268851,,0.0029894225,,0.9999911785125732)],Time,Interval:,0.00902,Running,Time:,10.866858,,,,,,,
[(623,,40,,15,,21,,4.7258343697,,1.6957631111,,1.9021980762,,-0.0022400087,,-0.0019046623,,0.0031053433,,0.9999911189079285)],Time,Interval:,0.009016,Running,Time:,15.233915,,,,,,,
[(631,,40,,15,,21,,4.7258939743,,1.6957548857,,1.9022538662,,-0.0023659528,,-0.0017752311,,0.002950578,,0.9999904632568359)],Time,Interval:,0.009014,Running,Time:,10.443883,,,,,,,
[(640,,40,,15,,21,,4.7258000374,,1.6957087517,,1.9022237062,,-0.0022409477,,-0.001892225,,0.0030579474,,0.9999909400939941)],Time,Interval:,0.009014,Running,Time:,15.675828,,,,,,,
[(648,,40,,15,,21,,4.7259230614,,1.6957529783,,1.9022336006,,-0.002273788,,-0.0019106664,,0.003107361,,0.9999908804893494)],Time,Interval:,0.009012,Running,Time:,12.816901,,,,,,,
[(656,,40,,15,,21,,4.7258000374,,1.6956435442,,1.9022420645,,-0.0023829846,,-0.0018225877,,0.003075798,,0.999991238117218)],Time,Interval:,0.009012,Running,Time:,13.283364,,,,,,,
