hello,:-)!,Time,Interval:,1480562138.13259,Running,Time:,0,,,,,,,,,,,,,,,,,,,,,,Average Interval,Std Dev,Variance,Max,Min
[(948,,46,,15,,21,,4.7258982658,,1.6956927776,,1.9022521973,,-0.0021192117,,-0.0018193881,,0.0030462097,,0.999991238117218)],Time,Interval:,0.008327,Running,Time:,15.583252,,,,,,,
[(956,,46,,15,,21,,4.7257652283,,1.6957467794,,1.902243495,,-0.0022360182,,-0.0019499256,,0.0031037796,,0.9999908208847046)],Time,Interval:,0.008326,Running,Time:,9.241871,,,,,,,
[(964,,46,,15,,21,,4.7259178162,,1.6957566738,,1.9022632837,,-0.0023459436,,-0.0017688902,,0.0029731127,,0.9999901652336121)],Time,Interval:,0.008325,Running,Time:,5.258275,,,,,,,
[(973,,46,,15,,21,,4.7259025574,,1.6957486868,,1.9022312164,,-0.0022314636,,-0.0018321597,,0.003115538,,0.9999917149543762)],Time,Interval:,0.008325,Running,Time:,6.742078,,,,,,,
[(981,,46,,15,,21,,4.7259836197,,1.6957638264,,1.9022574425,,-0.002220612,,-0.001792266,,0.003023149,,0.9999909996986389)],Time,Interval:,0.008324,Running,Time:,4.133375,,,,,,,
[(989,,46,,15,,21,,4.7258858681,,1.6957347393,,1.9022260904,,-0.0023481871,,-0.0017194363,,0.0030711091,,0.9999907612800598)],Time,Interval:,0.008322,Running,Time:,12.099851,,,,,,,
[(998,,46,,15,,21,,4.7258496284,,1.6957051754,,1.9022552967,,-0.0022755323,,-0.0018326365,,0.0030962629,,0.9999914765357971)],Time,Interval:,0.008321,Running,Time:,3.349923,,,,,,,
[(6,,47,,15,,21,,4.725924015,,1.6957770586,,1.9022432566,,-0.0022872742,,-0.0019661605,,0.0031209507,,0.9999913573265076)],Time,Interval:,0.008319,Running,Time:,7.79156,,,,,,,
[(15,,47,,15,,21,,4.7258968353,,1.6957612038,,1.9022306204,,-0.0022475854,,-0.0018509676,,0.003099394,,0.9999914169311523)],Time,Interval:,0.008318,Running,Time:,11.749516,,,,,,,
[(23,,47,,15,,21,,4.7258944511,,1.6957640648,,1.9022250175,,-0.0022189119,,-0.0018749076,,0.0031309945,,0.999990701675415)],Time,Interval:,0.008317,Running,Time:,0.107878,,,,,,,
[(31,,47,,15,,21,,4.7259931564,,1.6957312822,,1.9022495747,,-0.0022424702,,-0.001746592,,0.0031907714,,0.9999905824661255)],Time,Interval:,0.008315,Running,Time:,13.107638,,,,,,,
[(40,,47,,15,,21,,4.7258911133,,1.695779562,,1.902266264,,-0.0021977383,,-0.0018880185,,0.0031466866,,0.9999907612800598)],Time,Interval:,0.008314,Running,Time:,10.324889,,,,,,,
[(48,,47,,15,,21,,4.7258682251,,1.6957420111,,1.9022313356,,-0.0022287674,,-0.001933269,,0.0030922245,,0.9999904036521912)],Time,Interval:,0.008314,Running,Time:,13.574947,,,,,,,
[(56,,47,,15,,21,,4.7258944511,,1.6957298517,,1.9022419453,,-0.0023401782,,-0.001788509,,0.0030672774,,0.999991238117218)],Time,Interval:,0.008314,Running,Time:,16.683012,,,,,,,
[(65,,47,,15,,21,,4.7259340286,,1.6956322193,,1.9022840261,,-0.0022004459,,-0.0018380244,,0.0030918135,,0.9999918937683105)],Time,Interval:,0.008313,Running,Time:,1.299407,,,,,,,
[(73,,47,,15,,21,,4.7258114815,,1.6958093643,,1.9022364616,,-0.0023565199,,-0.0018732683,,0.0029187589,,0.9999904036521912)],Time,Interval:,0.008311,Running,Time:,8.499983,,,,,,,
[(81,,47,,15,,21,,4.7258434296,,1.6957614422,,1.9021964073,,-0.0022965691,,-0.0019585304,,0.0031700116,,0.999990701675415)],Time,Interval:,0.00831,Running,Time:,5.892116,,,,,,,
[(89,,47,,15,,21,,4.7258915901,,1.6957631111,,1.9022182226,,-0.002201529,,-0.0018948637,,0.0030471319,,0.9999915957450867)],Time,Interval:,0.008309,Running,Time:,0.874353,,,,,,,
[(98,,47,,15,,21,,4.7259531021,,1.6957441568,,1.9022194147,,-0.002272378,,-0.0018725119,,0.0031650942,,0.9999909996986389)],Time,Interval:,0.008309,Running,Time:,1.657648,,,,,,,
[(106,,47,,15,,21,,4.7260041237,,1.6957559586,,1.9022451639,,-0.0022530931,,-0.0017955689,,0.0033589869,,0.9999907612800598)],Time,Interval:,0.008308,Running,Time:,1.858221,,,,,,,
[(115,,47,,15,,21,,4.7259879112,,1.6957485676,,1.9022648335,,-0.0021624712,,-0.0017381751,,0.0031610418,,0.9999911785125732)],Time,Interval:,0.008308,Running,Time:,10.891698,,,,,,,
[(123,,47,,15,,21,,4.7259001732,,1.6957447529,,1.9022225142,,-0.0022245208,,-0.0017334266,,0.0031105841,,0.9999905824661255)],Time,Interval:,0.008305,Running,Time:,15.283136,,,,,,,
[(131,,47,,15,,21,,4.7258729935,,1.6957474947,,1.9022233486,,-0.0021886646,,-0.0017685187,,0.0030697354,,0.999991238117218)],Time,Interval:,0.008304,Running,Time:,0.841278,,,,,,,
[(140,,47,,15,,21,,4.7258939743,,1.6957486868,,1.9022436142,,-0.0021661518,,-0.0018299035,,0.0031556904,,0.9999907612800598)],Time,Interval:,0.008303,Running,Time:,13.716708,,,,,,,
[(148,,47,,15,,21,,4.7258648872,,1.6957520247,,1.9022526741,,-0.0023498011,,-0.0018168797,,0.0030537599,,0.9999909996986389)],Time,Interval:,0.008302,Running,Time:,7.566471,,,,,,,
[(156,,47,,15,,21,,4.7258200645,,1.6957720518,,1.9022694826,,-0.0022677507,,-0.0020015764,,0.0030276598,,0.9999909400939941)],Time,Interval:,0.008302,Running,Time:,11.691382,,,,,,,
[(165,,47,,15,,21,,4.7258358002,,1.6957372427,,1.9022328854,,-0.0022403502,,-0.0019284267,,0.0031431408,,0.9999904036521912)],Time,Interval:,0.0083,Running,Time:,4.408388,,,,,,,
[(173,,47,,15,,21,,4.7259426117,,1.6957392693,,1.9022349119,,-0.0022182479,,-0.0018597196,,0.0031139508,,0.9999909996986389)],Time,Interval:,0.008299,Running,Time:,4.066405,,,,,,,
[(181,,47,,15,,21,,4.7258696556,,1.695753932,,1.9022529125,,-0.0023123007,,-0.0017927318,,0.0029933834,,0.9999908804893494)],Time,Interval:,0.008298,Running,Time:,9.616508,,,,,,,
[(190,,47,,15,,21,,4.7258782387,,1.6957466602,,1.9022228718,,-0.0022586947,,-0.0018854899,,0.0031237109,,0.9999905228614807)],Time,Interval:,0.008297,Running,Time:,10.008172,,,,,,,
[(198,,47,,15,,21,,4.7258954048,,1.6956261396,,1.9022755623,,-0.0022533273,,-0.001884785,,0.0031974486,,0.9999910593032837)],Time,Interval:,0.008297,Running,Time:,14.574757,,,,,,,
[(206,,47,,15,,21,,4.7258310318,,1.6957610846,,1.9022659063,,-0.002364065,,-0.0018815936,,0.0030356362,,0.9999917149543762)],Time,Interval:,0.008296,Running,Time:,2.166308,,,,,,,
[(215,,47,,15,,21,,4.7259216309,,1.69576931,,1.9022353888,,-0.002250433,,-0.0019434966,,0.0031100686,,0.9999906420707703)],Time,Interval:,0.008296,Running,Time:,5.634991,,,,,,,
[(223,,47,,15,,21,,4.7258577347,,1.6957412958,,1.9022301435,,-0.0023249839,,-0.0017498531,,0.0030132157,,0.9999908804893494)],Time,Interval:,0.008296,Running,Time:,9.275014,,,,,,,
[(231,,47,,15,,21,,4.7260007858,,1.6957262754,,1.9022823572,,-0.0023723789,,-0.0017456431,,0.0030807897,,0.9999907612800598)],Time,Interval:,0.008295,Running,Time:,13.808185,,,,,,,
[(239,,47,,15,,21,,4.725897789,,1.6957352161,,1.9022204876,,-0.0022791389,,-0.0019809389,,0.0031354241,,0.9999909996986389)],Time,Interval:,0.008295,Running,Time:,14.916654,,,,,,,
[(248,,47,,15,,21,,4.7258634567,,1.6957383156,,1.9022202492,,-0.0022233911,,-0.0017627282,,0.0031404875,,0.9999911189079285)],Time,Interval:,0.008294,Running,Time:,10.566849,,,,,,,
[(256,,47,,15,,21,,4.725903511,,1.6957507133,,1.9022146463,,-0.0022985013,,-0.0019612894,,0.0031253404,,0.9999908208847046)],Time,Interval:,0.008294,Running,Time:,12.533065,,,,,,,
[(264,,47,,15,,21,,4.7257943153,,1.6956644058,,1.9022786617,,-0.0023310208,,-0.001811168,,0.0030198551,,0.9999908804893494)],Time,Interval:,0.008294,Running,Time:,13.608144,,,,,,,
[(273,,47,,15,,21,,4.7257947922,,1.6957775354,,1.9022234678,,-0.0023646706,,-0.0019340607,,0.0029296183,,0.9999909400939941)],Time,Interval:,0.008294,Running,Time:,15.149802,,,,,,,
[(281,,47,,15,,21,,4.7259097099,,1.6957672834,,1.9022798538,,-0.0022531769,,-0.0019300746,,0.0031531956,,0.9999915361404419)],Time,Interval:,0.008293,Running,Time:,0.057579,,,,,,,
[(289,,47,,15,,21,,4.7258753777,,1.695663929,,1.9022777081,,-0.0022747647,,-0.0017910057,,0.003071022,,0.9999911785125732)],Time,Interval:,0.008293,Running,Time:,5.683156,,,,,,,
[(298,,47,,15,,21,,4.7259383202,,1.6957361698,,1.9022341967,,-0.0022730199,,-0.0019583693,,0.0031777052,,0.9999909400939941)],Time,Interval:,0.008293,Running,Time:,14.066238,,,,,,,
[(306,,47,,15,,21,,4.7259020805,,1.695753336,,1.902218461,,-0.002243825,,-0.0019183784,,0.0031676826,,0.9999910593032837)],Time,Interval:,0.008293,Running,Time:,14.649973,,,,,,,
[(314,,47,,15,,21,,4.725903511,,1.6957443953,,1.9022687674,,-0.0023112318,,-0.0017587678,,0.0030145466,,0.9999908208847046)],Time,Interval:,0.00829,Running,Time:,13.17477,,,,,,,
[(322,,47,,15,,21,,4.725938797,,1.6957570314,,1.9022269249,,-0.0022906603,,-0.0019620326,,0.0031078197,,0.9999904632568359)],Time,Interval:,0.008289,Running,Time:,6.134193,,,,,,,
[(331,,47,,15,,21,,4.7258710861,,1.6957601309,,1.9022777081,,-0.0021395239,,-0.0019615439,,0.0028934046,,0.9999909400939941)],Time,Interval:,0.008289,Running,Time:,11.591531,,,,,,,
[(339,,47,,15,,21,,4.7258729935,,1.6957477331,,1.9022779465,,-0.002274612,,-0.0019194452,,0.0031606252,,0.9999911785125732)],Time,Interval:,0.008288,Running,Time:,6.833887,,,,,,,
[(348,,47,,15,,21,,4.7259774208,,1.6957696676,,1.9022877216,,-0.0023119915,,-0.0017197996,,0.0029197116,,0.9999911189079285)],Time,Interval:,0.008287,Running,Time:,14.608115,,,,,,,
[(356,,47,,15,,21,,4.7258558273,,1.6957616806,,1.9021987915,,-0.0023006902,,-0.0019414575,,0.0031620259,,0.9999909996986389)],Time,Interval:,0.008286,Running,Time:,4.883543,,,,,,,
[(365,,47,,15,,21,,4.7259488106,,1.6957441568,,1.9022473097,,-0.002225108,,-0.0018251438,,0.0031184163,,0.9999909400939941)],Time,Interval:,0.008286,Running,Time:,5.416407,,,,,,,
[(373,,47,,15,,21,,4.7259221077,,1.6957911253,,1.9022390842,,-0.0021688044,,-0.0018281263,,0.0028902618,,0.9999909400939941)],Time,Interval:,0.008285,Running,Time:,5.016448,,,,,,,
[(381,,47,,15,,21,,4.7258605957,,1.6957113743,,1.9022675753,,-0.0021266697,,-0.0018614054,,0.0029622524,,0.9999909400939941)],Time,Interval:,0.008285,Running,Time:,9.667003,,,,,,,
[(389,,47,,15,,21,,4.725880146,,1.6956321001,,1.9022804499,,-0.0023054418,,-0.0017582086,,0.0030852768,,0.999990701675415)],Time,Interval:,0.008285,Running,Time:,12.374477,,,,,,,
[(398,,47,,15,,21,,4.7258324623,,1.6956480742,,1.9022767544,,-0.0022843766,,-0.0019068455,,0.0031550843,,0.999990701675415)],Time,Interval:,0.008284,Running,Time:,5.408121,,,,,,,
[(406,,47,,15,,21,,4.7258586884,,1.6957529783,,1.9022533894,,-0.0022299197,,-0.0019093213,,0.0031186808,,0.9999909400939941)],Time,Interval:,0.008283,Running,Time:,9.541507,,,,,,,
[(415,,47,,15,,21,,4.7260141373,,1.6957631111,,1.9022772312,,-0.0022693635,,-0.0018640244,,0.003243671,,0.9999911785125732)],Time,Interval:,0.008282,Running,Time:,0.532697,,,,,,,
[(423,,47,,15,,21,,4.7258720398,,1.6957466602,,1.9022126198,,-0.0022266242,,-0.0019614014,,0.003163588,,0.9999913573265076)],Time,Interval:,0.008281,Running,Time:,1.699645,,,,,,,
[(431,,47,,15,,21,,4.7258610725,,1.695759058,,1.9022614956,,-0.0022813431,,-0.0019799641,,0.00312873,,0.9999908208847046)],Time,Interval:,0.008281,Running,Time:,5.451473,,,,,,,
[(440,,47,,15,,21,,4.7259087563,,1.6957216263,,1.90224576,,-0.0022348466,,-0.0020072211,,0.0031652425,,0.9999900460243225)],Time,Interval:,0.00828,Running,Time:,6.675652,,,,,,,
[(448,,47,,15,,21,,4.7258849144,,1.6957710981,,1.9022530317,,-0.0023820377,,-0.0018062211,,0.0031011426,,0.9999908208847046)],Time,Interval:,0.00828,Running,Time:,6.866457,,,,,,,
[(456,,47,,15,,21,,4.7258138657,,1.6957716942,,1.9022570848,,-0.0022792702,,-0.0019834409,,0.0031412991,,0.9999916553497314)],Time,Interval:,0.00828,Running,Time:,15.774669,,,,,,,
[(465,,47,,15,,21,,4.7258915901,,1.6957668066,,1.9022455215,,-0.0024083084,,-0.0018008046,,0.0030532863,,0.9999905824661255)],Time,Interval:,0.008279,Running,Time:,7.241967,,,,,,,
[(473,,47,,15,,21,,4.725880146,,1.695775032,,1.9022151232,,-0.0022631686,,-0.0019294105,,0.0030955831,,0.9999908208847046)],Time,Interval:,0.008278,Running,Time:,0.074751,,,,,,,
[(481,,47,,15,,21,,4.725935936,,1.6957548857,,1.9022550583,,-0.0022530132,,-0.0019510704,,0.0031206191,,0.999991238117218)],Time,Interval:,0.008278,Running,Time:,2.283066,,,,,,,
[(489,,47,,15,,21,,4.7259082794,,1.695761323,,1.9022576809,,-0.0023721114,,-0.0018547182,,0.0030256605,,0.9999905824661255)],Time,Interval:,0.008277,Running,Time:,10.841443,,,,,,,
[(498,,47,,15,,21,,4.7259817123,,1.695744276,,1.9022392035,,-0.0022458169,,-0.0019128134,,0.0031708782,,0.9999909996986389)],Time,Interval:,0.008276,Running,Time:,4.516324,,,,,,,
[(506,,47,,15,,21,,4.725903511,,1.6957134008,,1.9022227526,,-0.0022469696,,-0.0019112043,,0.0031900001,,0.9999909996986389)],Time,Interval:,0.008276,Running,Time:,6.008358,,,,,,,
[(515,,47,,15,,21,,4.7258520126,,1.6957683563,,1.9022241831,,-0.0024198832,,-0.0018849334,,0.0030510351,,0.9999908804893494)],Time,Interval:,0.008276,Running,Time:,12.858197,,,,,,,
[(523,,47,,15,,21,,4.7258706093,,1.6956560612,,1.9022865295,,-0.0022425519,,-0.0020526513,,0.0031284546,,0.9999914765357971)],Time,Interval:,0.008276,Running,Time:,13.79989,,,,,,,
[(531,,47,,15,,21,,4.7258863449,,1.6957714558,,1.9022443295,,-0.0023881539,,-0.0018896449,,0.0029874833,,0.999991238117218)],Time,Interval:,0.008275,Running,Time:,13.899815,,,,,,,
[(540,,47,,15,,21,,4.7259559631,,1.6957213879,,1.9022833109,,-0.0021693658,,-0.001857476,,0.0030834451,,0.9999909400939941)],Time,Interval:,0.008274,Running,Time:,12.466384,,,,,,,
[(548,,47,,15,,21,,4.7258386612,,1.695753932,,1.9022290707,,-0.0022326491,,-0.0020322169,,0.0030529485,,0.9999907612800598)],Time,Interval:,0.008273,Running,Time:,12.450344,,,,,,,
[(556,,47,,15,,21,,4.7259116173,,1.6957399845,,1.902238369,,-0.0022439337,,-0.0019867525,,0.0031360816,,0.9999910593032837)],Time,Interval:,0.008272,Running,Time:,0.64152,,,,,,,
[(564,,47,,15,,21,,4.7258300781,,1.6956125498,,1.9022727013,,-0.0022558735,,-0.0020066113,,0.0031433087,,0.9999911785125732)],Time,Interval:,0.008272,Running,Time:,2.23296,,,,,,,
[(573,,47,,15,,21,,4.7258095741,,1.6956797838,,1.9022758007,,-0.002270133,,-0.0019922499,,0.0030844391,,0.9999907612800598)],Time,Interval:,0.008271,Running,Time:,13.85877,,,,,,,
[(581,,47,,15,,21,,4.725212574,,1.6957937479,,1.9021799564,,-0.0022827431,,-0.0025127167,,0.0029206015,,0.9999911189079285)],Time,Interval:,0.00827,Running,Time:,3.591387,,,,,,,
[(590,,47,,15,,21,,4.7257800102,,1.6957943439,,1.9022177458,,-0.0023005856,,-0.0021206029,,0.0031923845,,0.9999908804893494)],Time,Interval:,0.00827,Running,Time:,6.874727,,,,,,,
[(598,,47,,15,,21,,4.7257728577,,1.695781827,,1.9022086859,,-0.0022789969,,-0.0021141865,,0.0031622967,,0.9999909400939941)],Time,Interval:,0.00827,Running,Time:,11.800044,,,,,,,
[(606,,47,,15,,21,,4.725874424,,1.6957148314,,1.9022547007,,-0.0023671873,,-0.0018423185,,0.003014073,,0.9999908804893494)],Time,Interval:,0.008269,Running,Time:,5.050471,,,,,,,
[(615,,47,,15,,21,,4.7258753777,,1.6956259012,,1.9022858143,,-0.0022258046,,-0.0019145635,,0.0031955573,,0.9999905228614807)],Time,Interval:,0.008269,Running,Time:,6.408488,,,,,,,
[(623,,47,,15,,21,,4.7258005142,,1.6957598925,,1.9022878408,,-0.0022634517,,-0.0020097694,,0.0030534875,,0.9999910593032837)],Time,Interval:,0.008269,Running,Time:,15.6582,,,,,,,
[(631,,47,,15,,21,,4.725839138,,1.6957454681,,1.9022276402,,-0.0022370198,,-0.0020499348,,0.0031753948,,0.999991238117218)],Time,Interval:,0.008268,Running,Time:,2.799465,,,,,,,
[(639,,47,,15,,21,,4.7258286476,,1.695712328,,1.9022350311,,-0.0023435971,,-0.0018168231,,0.0029922768,,0.9999910593032837)],Time,Interval:,0.008268,Running,Time:,10.066646,,,,,,,
[(648,,47,,15,,21,,4.7258443832,,1.6957696676,,1.9022974968,,-0.0022742993,,-0.0019524022,,0.0031708782,,0.999990701675415)],Time,Interval:,0.008267,Running,Time:,4.391442,,,,,,,
[(656,,47,,15,,21,,4.7258338928,,1.6956492662,,1.9022381306,,-0.0021839864,,-0.0019442561,,0.0030942019,,0.9999904632568359)],Time,Interval:,0.008266,Running,Time:,8.858516,,,,,,,
[(664,,47,,15,,21,,4.7258725166,,1.6957027912,,1.902261734,,-0.0021158163,,-0.0019876312,,0.0029527526,,0.9999908208847046)],Time,Interval:,0.008266,Running,Time:,12.008048,,,,,,,
[(673,,47,,15,,21,,4.7258162498,,1.6957525015,,1.9022552967,,-0.0022576635,,-0.0019315465,,0.0031530177,,0.9999907612800598)],Time,Interval:,0.008266,Running,Time:,13.408047,,,,,,,
[(682,,47,,15,,21,,4.7259287834,,1.6957600117,,1.9022362232,,-0.0022928827,,-0.001937125,,0.0031357512,,0.9999909996986389)],Time,Interval:,0.008266,Running,Time:,13.591773,,,,,,,
[(689,,47,,15,,21,,4.7258572578,,1.6957625151,,1.9022088051,,-0.0022238756,,-0.0019520246,,0.0030813285,,0.9999909400939941)],Time,Interval:,0.008265,Running,Time:,7.683606,,,,,,,
[(698,,47,,15,,21,,4.7259168625,,1.6957694292,,1.9022369385,,-0.0022790539,,-0.0019698429,,0.0032685925,,0.9999905228614807)],Time,Interval:,0.008265,Running,Time:,11.599796,,,,,,,
[(706,,47,,15,,21,,4.7258625031,,1.6956548691,,1.9022608995,,-0.0022041998,,-0.001886772,,0.0030891926,,0.9999910593032837)],Time,Interval:,0.008265,Running,Time:,12.082844,,,,,,,
[(715,,47,,15,,21,,4.7258915901,,1.6957428455,,1.9022200108,,-0.0022439116,,-0.0020158242,,0.0031523453,,0.9999915957450867)],Time,Interval:,0.008265,Running,Time:,13.341328,,,,,,,
[(723,,47,,15,,21,,4.7258529663,,1.6957557201,,1.9022115469,,-0.0021869636,,-0.0020392621,,0.0030801697,,0.9999905824661255)],Time,Interval:,0.008265,Running,Time:,16.241452,,,,,,,
[(731,,47,,15,,21,,4.7258806229,,1.6957587004,,1.9022334814,,-0.0022477752,,-0.0020292383,,0.0031262799,,0.9999905824661255)],Time,Interval:,0.008264,Running,Time:,3.758135,,,,,,,
[(740,,47,,15,,21,,4.7259569168,,1.6957534552,,1.9022551775,,-0.0022515291,,-0.0018570278,,0.003122027,,0.9999914765357971)],Time,Interval:,0.008264,Running,Time:,7.841388,,,,,,,
[(748,,47,,15,,21,,4.7259607315,,1.695753932,,1.9022483826,,-0.0022364047,,-0.0018441,,0.0031254783,,0.9999910593032837)],Time,Interval:,0.008263,Running,Time:,12.024667,,,,,,,
[(756,,47,,15,,21,,4.7258629799,,1.6956750154,,1.9022574425,,-0.0022240591,,-0.001905687,,0.0030433112,,0.9999908804893494)],Time,Interval:,0.008262,Running,Time:,1.133036,,,,,,,
[(765,,47,,15,,21,,4.7259392738,,1.6957663298,,1.9022388458,,-0.0022923786,,-0.0020040551,,0.0032947254,,0.9999913573265076)],Time,Interval:,0.008261,Running,Time:,10.899959,,,,,,,
[(773,,47,,15,,21,,4.7258434296,,1.695807457,,1.9022425413,,-0.002150723,,-0.0020159367,,0.0028940996,,0.9999912977218628)],Time,Interval:,0.008261,Running,Time:,15.633473,,,,,,,
[(781,,47,,15,,21,,4.7259244919,,1.6957478523,,1.9022811651,,-0.0023425277,,-0.0017788279,,0.0030927209,,0.9999919533729553)],Time,Interval:,0.008261,Running,Time:,16.283298,,,,,,,
[(790,,47,,15,,21,,4.7259626389,,1.6957758665,,1.9022567272,,-0.0022487359,,-0.0018803253,,0.0031167169,,0.9999903440475464)],Time,Interval:,0.00826,Running,Time:,1.882854,,,,,,,
[(798,,47,,15,,21,,4.7258253098,,1.6957300901,,1.9022608995,,-0.0022526733,,-0.0018645667,,0.0029883436,,0.9999909996986389)],Time,Interval:,0.008259,Running,Time:,1.566197,,,,,,,
[(806,,47,,15,,21,,4.7258644104,,1.6957056522,,1.902218461,,-0.002267105,,-0.0019799056,,0.0031544988,,0.9999908208847046)],Time,Interval:,0.008258,Running,Time:,6.233672,,,,,,,
[(815,,47,,15,,21,,4.7258658409,,1.695728302,,1.9022156,,-0.0022548146,,-0.0020018243,,0.0031151564,,0.9999909400939941)],Time,Interval:,0.008258,Running,Time:,10.050037,,,,,,,
[(823,,47,,15,,21,,4.7258501053,,1.6957188845,,1.9022582769,,-0.0023747287,,-0.0019325762,,0.0029942424,,0.9999913573265076)],Time,Interval:,0.008258,Running,Time:,10.849701,,,,,,,
[(831,,47,,15,,21,,4.7259287834,,1.6957172155,,1.9022494555,,-0.0022617928,,-0.0019923418,,0.0031862573,,0.9999902248382568)],Time,Interval:,0.008258,Running,Time:,11.916331,,,,,,,
[(840,,47,,15,,21,,4.7259144783,,1.6957564354,,1.9022842646,,-0.0023567877,,-0.0017984713,,0.0029503261,,0.9999907612800598)],Time,Interval:,0.008258,Running,Time:,12.474642,,,,,,,
[(848,,47,,15,,21,,4.7259263992,,1.6957621574,,1.9022473097,,-0.0022771081,,-0.0019986639,,0.0032886565,,0.9999909996986389)],Time,Interval:,0.008257,Running,Time:,0.049286,,,,,,,
[(856,,47,,15,,21,,4.7258434296,,1.6956549883,,1.9023112059,,-0.0022436792,,-0.0019555036,,0.003089552,,0.9999909996986389)],Time,Interval:,0.008257,Running,Time:,0.149342,,,,,,,
[(865,,47,,15,,21,,4.7258267403,,1.6956319809,,1.9022648335,,-0.0022654796,,-0.0019999463,,0.0031207039,,0.9999909400939941)],Time,Interval:,0.008257,Running,Time:,0.233231,,,,,,,
[(873,,47,,15,,21,,4.7257852554,,1.6957269907,,1.9022012949,,-0.0022707607,,-0.002118316,,0.0031435504,,0.9999915361404419)],Time,Interval:,0.008256,Running,Time:,14.108043,,,,,,,
[(881,,47,,15,,21,,4.7258863449,,1.6957341433,,1.9022392035,,-0.0022824551,,-0.0019376144,,0.0031305975,,0.9999908208847046)],Time,Interval:,0.008255,Running,Time:,2.407984,,,,,,,
[(889,,47,,15,,21,,4.7258925438,,1.6956300735,,1.9022718668,,-0.0022576672,,-0.0018661998,,0.0032441472,,0.9999920725822449)],Time,Interval:,0.008255,Running,Time:,4.008069,,,,,,,
[(898,,47,,15,,21,,4.7259020805,,1.6957679987,,1.9022090435,,-0.0022964415,,-0.001908024,,0.0031194447,,0.9999909400939941)],Time,Interval:,0.008255,Running,Time:,14.383626,,,,,,,
[(906,,47,,15,,21,,4.7259421349,,1.6957513094,,1.9022758007,,-0.0022044636,,-0.0018566494,,0.0030809676,,0.9999921917915344)],Time,Interval:,0.008254,Running,Time:,13.099323,,,,,,,
[(914,,47,,15,,21,,4.7257609367,,1.6957359314,,1.9022119045,,-0.0022496716,,-0.0020719508,,0.0030973228,,0.999991238117218)],Time,Interval:,0.008253,Running,Time:,2.391297,,,,,,,
[(923,,47,,15,,21,,4.7258806229,,1.6956666708,,1.9022610188,,-0.0021694344,,-0.0019008734,,0.0030332559,,0.9999914169311523)],Time,Interval:,0.008253,Running,Time:,8.283106,,,,,,,
[(931,,47,,15,,21,,4.7259116173,,1.6957894564,,1.9022345543,,-0.0022427123,,-0.0018953779,,0.0030727789,,0.9999910593032837)],Time,Interval:,0.008253,Running,Time:,13.083414,,,,,,,
[(939,,47,,15,,21,,4.7258210182,,1.6957490444,,1.9022550583,,-0.0022668035,,-0.0019770032,,0.0030736923,,0.9999909996986389)],Time,Interval:,0.008251,Running,Time:,15.691438,,,,,,,
[(948,,47,,15,,21,,4.7258834839,,1.6957808733,,1.9022324085,,-0.0022135286,,-0.0019745058,,0.0029378298,,0.9999905228614807)],Time,Interval:,0.00825,Running,Time:,14.341631,,,,,,,
[(956,,47,,15,,21,,4.725918293,,1.6957660913,,1.9022583961,,-0.0023146148,,-0.0017129534,,0.0029236691,,0.9999905228614807)],Time,Interval:,0.008249,Running,Time:,9.224822,,,,,,,
[(964,,47,,15,,21,,4.7257428169,,1.6957999468,,1.9022400379,,-0.002143665,,-0.0020201707,,0.0027688544,,0.9999907612800598)],Time,Interval:,0.008249,Running,Time:,11.991044,,,,,,,
[(973,,47,,15,,21,,4.7257733345,,1.6957272291,,1.9022167921,,-0.0023662189,,-0.0020025675,,0.0029560316,,0.9999909996986389)],Time,Interval:,0.008248,Running,Time:,5.924812,,,,,,,
[(981,,47,,15,,21,,4.7259120941,,1.6957502365,,1.9022523165,,-0.0022050033,,-0.001942472,,0.0031220389,,0.9999910593032837)],Time,Interval:,0.008247,Running,Time:,5.908407,,,,,,,
[(989,,47,,15,,21,,4.7258853912,,1.6957684755,,1.9021974802,,-0.0023242219,,-0.0020896092,,0.003110033,,0.999991238117218)],Time,Interval:,0.008247,Running,Time:,15.066263,,,,,,,
[(998,,47,,15,,21,,4.7258930206,,1.6957483292,,1.902236104,,-0.0022342324,,-0.0019566631,,0.0031239341,,0.9999907612800598)],Time,Interval:,0.008246,Running,Time:,11.5751,,,,,,,
[(6,,48,,15,,21,,4.7259111404,,1.6957508326,,1.9022074938,,-0.002259444,,-0.0019938669,,0.0031006406,,0.9999911189079285)],Time,Interval:,0.008246,Running,Time:,14.258088,,,,,,,
[(15,,48,,15,,21,,4.7258687019,,1.6957832575,,1.9022182226,,-0.0022167552,,-0.001969368,,0.0031026301,,0.9999912977218628)],Time,Interval:,0.008245,Running,Time:,15.058016,,,,,,,
[(23,,48,,15,,21,,4.7258534431,,1.6957765818,,1.9022161961,,-0.0022457133,,-0.001971001,,0.0031442314,,0.9999905824661255)],Time,Interval:,0.008244,Running,Time:,3.451156,,,,,,,
[(32,,48,,15,,21,,4.7257966995,,1.6956387758,,1.9022557735,,-0.0023774125,,-0.001937203,,0.0031062993,,0.9999914169311523)],Time,Interval:,0.008244,Running,Time:,8.358662,,,,,,,
[(39,,48,,15,,21,,4.7258763313,,1.6956567764,,1.9022905827,,-0.0022987607,,-0.001934591,,0.0031388034,,0.9999907612800598)],Time,Interval:,0.008244,Running,Time:,13.908059,,,,,,,
